#CHR	START	END	SAMPLE	RD	#SNPS	COV	ALPHA	BETA	BAF	CLUSTER	cn_normal	u_normal	cn_clone1	u_clone1	cn_clone2	u_clone2	cn_clone3	u_clone3	cn_clone4	u_clone4
chr1	9400000	9450000	A12-C	2.4082	83	49	1800	2284	0.440744	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9400000	9450000	A12-D	2.12655	83	44	1642	2090	0.439979	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9450000	9500000	A12-A	1.92935	79	46	1561	2079	0.428846	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9450000	9500000	A12-C	2.29538	79	50	1742	2281	0.43301	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9450000	9500000	A12-D	1.99045	79	46	1573	2067	0.432143	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9500000	9550000	A12-A	1.92083	57	47	1212	1499	0.447068	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9500000	9550000	A12-C	2.21876	57	50	1258	1598	0.440476	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9500000	9550000	A12-D	1.96846	57	48	1241	1534	0.447207	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9550000	9600000	A12-A	1.85398	27	46	549	709	0.436407	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9550000	9600000	A12-C	2.12204	27	47	556	734	0.431008	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9550000	9600000	A12-D	1.92551	27	43	518	659	0.440102	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9600000	9650000	A12-A	1.74252	36	48	776	983	0.44116	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9600000	9650000	A12-C	2.04472	36	51	822	1038	0.441935	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9600000	9650000	A12-D	1.8112	36	48	803	958	0.455991	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9650000	9700000	A12-A	2.17589	51	46	1072	1317	0.448723	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9650000	9700000	A12-C	2.48602	51	48	1112	1353	0.451116	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9650000	9700000	A12-D	2.19858	51	44	972	1313	0.425383	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9700000	9750000	A12-A	1.92199	54	48	1153	1463	0.440749	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9700000	9750000	A12-C	2.19267	54	46	1098	1429	0.434507	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9700000	9750000	A12-D	1.93708	54	45	1062	1397	0.431883	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9750000	9800000	A12-A	1.94914	23	44	454	575	0.441205	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9750000	9800000	A12-C	2.28957	23	47	470	615	0.43318	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9750000	9800000	A12-D	2.03015	23	44	449	580	0.436346	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9800000	9850000	A12-A	1.80744	8	47	181	201	0.5	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9800000	9850000	A12-C	2.11271	8	48	183	205	0.5	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9800000	9850000	A12-D	1.89067	8	48	181	210	0.5	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9850000	9900000	A12-A	1.79281	13	50	298	352	0.458462	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9850000	9900000	A12-C	2.12969	13	51	305	363	0.456587	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9850000	9900000	A12-D	1.87962	13	45	243	347	0.411864	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	9900000	9950000	A12-A	2.00967	4	45	78	102	0.433333	38	1|1	0.217686	2|1	0	2|1	0	1|1	0.782314	2|0	0
chr1	9900000	9950000	A12-C	2.3546	4	37	58	91	0.389262	38	1|1	0.222725	2|1	0.261793	2|1	0	1|1	0.515482	2|0	0
chr1	9900000	9950000	A12-D	2.06725	4	36	64	83	0.5	38	1|1	0.176347	2|1	0	2|1	0.217594	1|1	0	2|0	0.606059
chr1	9950000	10000000	A12-A	1.78463	20	46	397	542	0.42279	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	9950000	10000000	A12-C	2.09872	20	50	455	551	0.452286	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	9950000	10000000	A12-D	1.82351	20	47	418	538	0.437238	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10000000	10050000	A12-A	1.82649	53	48	1096	1449	0.430648	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10000000	10050000	A12-C	2.12046	53	49	1115	1504	0.425735	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10000000	10050000	A12-D	1.87863	53	45	1067	1348	0.441822	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10050000	10100000	A12-A	1.79351	18	43	335	449	0.427296	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10050000	10100000	A12-C	2.09065	18	41	324	425	0.432577	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10050000	10100000	A12-D	1.86978	18	43	348	427	0.449032	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10100000	10150000	A12-A	1.72455	14	52	323	410	0.440655	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10100000	10150000	A12-C	2.05147	14	58	351	464	0.430675	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10100000	10150000	A12-D	1.84442	14	53	327	421	0.437166	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10150000	10200000	A12-A	1.68311	23	51	507	682	0.426409	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10150000	10200000	A12-C	1.96028	23	56	575	714	0.446082	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10150000	10200000	A12-D	1.76341	23	52	534	674	0.442053	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10200000	10250000	A12-A	1.71124	63	44	1231	1573	0.439016	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10200000	10250000	A12-C	2.03546	63	50	1389	1790	0.43693	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10200000	10250000	A12-D	1.79902	63	46	1319	1605	0.451094	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10250000	10300000	A12-A	1.75097	44	42	845	1046	0.446854	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10250000	10300000	A12-C	1.99004	44	44	858	1106	0.436864	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10250000	10300000	A12-D	1.79798	44	42	791	1084	0.421867	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10300000	10350000	A12-A	1.65047	22	51	485	641	0.430728	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10300000	10350000	A12-C	1.96604	22	59	579	731	0.441985	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10300000	10350000	A12-D	1.74599	22	51	511	625	0.449824	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10350000	10400000	A12-A	1.63425	18	52	406	540	0.429175	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10350000	10400000	A12-C	1.93711	18	60	468	629	0.426618	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10350000	10400000	A12-D	1.73323	18	57	452	581	0.437561	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10400000	10450000	A12-A	1.74531	23	53	544	696	0.43871	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10400000	10450000	A12-C	2.03846	23	58	600	743	0.446761	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10400000	10450000	A12-D	1.81976	23	53	528	694	0.432079	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10450000	10500000	A12-A	1.86277	54	47	1106	1469	0.429515	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10450000	10500000	A12-C	2.18036	54	52	1255	1562	0.445509	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10450000	10500000	A12-D	1.95808	54	48	1137	1489	0.432978	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10500000	10550000	A12-A	1.80544	36	45	713	912	0.438769	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10500000	10550000	A12-C	2.14842	36	49	775	994	0.438101	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10500000	10550000	A12-D	1.86378	36	46	761	919	0.452976	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10550000	10600000	A12-A	1.75185	53	49	1155	1449	0.443548	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10550000	10600000	A12-C	2.08307	53	54	1268	1601	0.441966	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10550000	10600000	A12-D	1.84126	53	49	1147	1473	0.437786	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10600000	10650000	A12-A	1.62766	36	52	840	1035	0.448	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10600000	10650000	A12-C	1.95536	36	58	935	1175	0.443128	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10600000	10650000	A12-D	1.74125	36	52	821	1053	0.4381	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10650000	10700000	A12-A	1.93539	7	51	162	198	0.45	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10650000	10700000	A12-C	2.24048	7	51	151	206	0.422969	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10650000	10700000	A12-D	1.9991	7	49	144	203	0.414986	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10700000	10750000	A12-A	2.3213	13	42	239	313	0.432971	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10700000	10750000	A12-C	2.67295	13	42	268	289	0.5	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10700000	10750000	A12-D	2.27633	13	41	234	300	0.438202	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10750000	10800000	A12-A	2.17841	37	47	774	968	0.444317	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10750000	10800000	A12-C	2.54154	37	44	722	940	0.434416	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10750000	10800000	A12-D	2.19829	37	42	689	898	0.434152	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10800000	10850000	A12-A	2.09951	54	47	1125	1421	0.44187	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10800000	10850000	A12-C	2.47216	54	50	1181	1529	0.435793	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10800000	10850000	A12-D	2.15272	54	45	1068	1368	0.438424	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10850000	10900000	A12-A	2.05003	75	46	1542	1957	0.440697	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10850000	10900000	A12-C	2.3802	75	48	1578	2090	0.430207	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10850000	10900000	A12-D	2.07167	75	46	1556	1964	0.442045	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10900000	10950000	A12-A	1.95745	98	47	2041	2600	0.439776	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10900000	10950000	A12-C	2.32474	98	50	2136	2838	0.429433	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10900000	10950000	A12-D	2.02534	98	47	2073	2612	0.442476	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	10950000	11000000	A12-A	1.97537	76	46	1554	1958	0.442483	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	10950000	11000000	A12-C	2.37225	76	50	1678	2178	0.435166	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	10950000	11000000	A12-D	2.04783	76	45	1497	1928	0.43708	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11000000	11050000	A12-A	2.00345	36	48	769	966	0.443228	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11000000	11050000	A12-C	2.28789	36	49	767	1003	0.433333	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11000000	11050000	A12-D	2.07431	36	47	746	958	0.437793	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11050000	11100000	A12-A	1.788	20	44	387	512	0.430478	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11050000	11100000	A12-C	2.11699	20	50	430	572	0.429142	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11050000	11100000	A12-D	1.87652	20	46	396	541	0.422625	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11100000	11150000	A12-A	1.93537	54	46	1081	1441	0.428628	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11100000	11150000	A12-C	2.2422	54	52	1255	1560	0.445826	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11100000	11150000	A12-D	2.00878	54	48	1146	1467	0.438576	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11150000	11200000	A12-A	1.79492	83	47	1754	2223	0.441036	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11150000	11200000	A12-C	2.10219	83	52	1902	2426	0.439464	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11150000	11200000	A12-D	1.86568	83	48	1732	2256	0.434303	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11200000	11250000	A12-A	1.7268	78	51	1798	2220	0.447486	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11200000	11250000	A12-C	2.06647	78	58	2007	2544	0.441002	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11200000	11250000	A12-D	1.83065	78	52	1796	2290	0.43955	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11250000	11300000	A12-A	1.66763	77	51	1754	2204	0.443153	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11250000	11300000	A12-C	1.98269	77	56	1952	2380	0.4506	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11250000	11300000	A12-D	1.76601	77	53	1829	2302	0.44275	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11300000	11350000	A12-A	1.78265	63	47	1302	1675	0.437353	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11300000	11350000	A12-C	2.11272	63	53	1517	1868	0.448154	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11300000	11350000	A12-D	1.89615	63	50	1420	1783	0.443334	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11350000	11400000	A12-A	2.01416	72	45	1434	1871	0.433888	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11350000	11400000	A12-C	2.32971	72	50	1593	2015	0.441519	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11350000	11400000	A12-D	2.04623	72	45	1483	1815	0.449666	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11400000	11450000	A12-A	1.9199	76	47	1621	2003	0.447296	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11400000	11450000	A12-C	2.2415	76	49	1638	2091	0.43926	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11400000	11450000	A12-D	1.95488	76	44	1485	1889	0.44013	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11450000	11500000	A12-A	1.89616	18	41	305	438	0.410498	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11450000	11500000	A12-C	2.23941	18	45	357	456	0.439114	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11450000	11500000	A12-D	1.94753	18	41	331	416	0.443106	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11500000	11550000	A12-A	2.07041	23	48	484	621	0.438009	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11500000	11550000	A12-C	2.44541	23	52	514	699	0.423743	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11500000	11550000	A12-D	2.11185	23	47	469	613	0.433457	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11550000	11600000	A12-A	1.94179	43	44	819	1097	0.427453	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11550000	11600000	A12-C	2.30198	43	46	844	1151	0.423058	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11550000	11600000	A12-D	2.02135	43	42	745	1076	0.409116	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11600000	11650000	A12-A	1.85791	43	48	944	1162	0.448243	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11600000	11650000	A12-C	2.1951	43	51	973	1260	0.435737	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11600000	11650000	A12-D	1.93171	43	47	910	1128	0.446516	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11650000	11700000	A12-A	1.93044	45	46	927	1178	0.44038	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11650000	11700000	A12-C	2.28737	45	52	1032	1310	0.440649	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11650000	11700000	A12-D	2.01732	44	47	932	1152	0.447217	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11700000	11750000	A12-A	2.02812	58	43	1103	1414	0.43822	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11700000	11750000	A12-C	2.38185	58	48	1263	1540	0.450589	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11700000	11750000	A12-D	2.10249	58	44	1130	1447	0.438494	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11750000	11800000	A12-A	2.04308	61	46	1220	1629	0.42822	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11750000	11800000	A12-C	2.41565	61	51	1373	1780	0.435458	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11750000	11800000	A12-D	2.10659	61	47	1261	1645	0.43393	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11800000	11850000	A12-A	2.04217	87	47	1858	2310	0.445777	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11800000	11850000	A12-C	2.38502	87	50	1943	2422	0.445132	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11800000	11850000	A12-D	2.10515	87	47	1879	2255	0.454523	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11850000	11900000	A12-A	1.98925	23	47	479	608	0.440662	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11850000	11900000	A12-C	2.32909	23	54	558	697	0.444622	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11850000	11900000	A12-D	1.98274	23	45	458	597	0.434123	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11900000	11950000	A12-A	1.95609	67	44	1262	1731	0.421651	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11900000	11950000	A12-C	2.27472	67	49	1430	1904	0.428914	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11900000	11950000	A12-D	2.01013	67	44	1310	1692	0.436376	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	11950000	12000000	A12-A	1.92425	114	48	2444	3081	0.442353	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	11950000	12000000	A12-C	2.21806	115	50	2546	3308	0.434916	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	11950000	12000000	A12-D	1.98307	115	47	2391	3019	0.441959	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	12000000	12050000	A12-A	2.02426	76	48	1585	2068	0.43389	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	12000000	12050000	A12-C	2.31099	76	50	1677	2129	0.44062	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	12000000	12050000	A12-D	2.04392	76	47	1616	1993	0.447769	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	12050000	12100000	A12-A	1.94551	55	46	1120	1440	0.4375	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	12050000	12100000	A12-C	2.24892	55	47	1156	1458	0.442234	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	12050000	12100000	A12-D	2.00912	55	44	1055	1371	0.434872	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	12100000	12150000	A12-A	1.98861	62	45	1212	1612	0.429178	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	12100000	12150000	A12-C	2.32269	62	50	1389	1728	0.445621	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	12100000	12150000	A12-D	2.07134	62	47	1268	1652	0.434247	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	12150000	12200000	A12-A	1.88231	63	49	1379	1723	0.444552	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	12150000	12200000	A12-C	2.20218	63	50	1406	1796	0.439101	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	12150000	12200000	A12-D	1.9249	63	46	1291	1620	0.44349	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	12200000	12250000	A12-A	2.03157	49	46	996	1284	0.436842	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	12200000	12250000	A12-C	2.38697	49	47	1026	1310	0.439212	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	12200000	12250000	A12-D	2.09288	49	45	981	1266	0.436582	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	12250000	12300000	A12-A	1.93512	41	49	916	1122	0.44946	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	12250000	12300000	A12-C	2.29681	41	53	953	1229	0.436755	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	12250000	12300000	A12-D	2.00995	41	49	890	1138	0.438856	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	12300000	12350000	A12-A	1.69353	48	51	1085	1410	0.43487	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	12300000	12350000	A12-C	2.03073	48	57	1239	1541	0.445683	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	12300000	12350000	A12-D	1.80095	48	52	1084	1429	0.431357	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	12350000	12400000	A12-A	1.65202	30	49	681	803	0.458895	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	12350000	12400000	A12-C	2.00332	30	54	737	895	0.451593	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	12350000	12400000	A12-D	1.76745	30	50	711	805	0.468997	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
chr1	12400000	12450000	A12-A	1.5733	38	53	892	1129	0.441366	10	1|1	0.217686	1|1	0	1|1	0	1|1	0.782314	1|1	0
chr1	12400000	12450000	A12-C	1.90288	38	60	1017	1297	0.439499	10	1|1	0.222725	1|1	0.261793	1|1	0	1|1	0.515482	1|1	0
chr1	12400000	12450000	A12-D	1.70765	38	56	948	1207	0.439907	10	1|1	0.176347	1|1	0	1|1	0.217594	1|1	0	1|1	0.606059
