#CHR	START	END	SAMPLE	RD	#SNPS	COV	ALPHA	BETA	BAF	CLUSTER	cn_normal	u_normal	cn_clone1	u_clone1
chr8	23500000	23750000	INV	0.762552	1	23	10	13	0.434783	31	1|1	0.62914	2|0	0.37086
chr8	24000000	24250000	DCIS	0.832135	8	82	194	467	0.293495	31	1|1	0.457942	2|0	0.542058
chr8	24000000	24250000	INV	0.73786	6	52	84	233	0.264984	31	1|1	0.62914	2|0	0.37086
chr8	24250000	24500000	DCIS	0.742721	11	49	151	389	0.27963	31	1|1	0.457942	2|0	0.542058
chr8	24250000	24500000	INV	0.724475	5	55	94	181	0.341818	31	1|1	0.62914	2|0	0.37086
chr8	25000000	25250000	DCIS	0.856032	12	81	246	732	0.251534	31	1|1	0.457942	2|0	0.542058
chr8	25000000	25250000	INV	0.794445	11	57	180	448	0.286624	31	1|1	0.62914	2|0	0.37086
chr8	25250000	25500000	DCIS	0.851107	1	127	41	86	0.322835	31	1|1	0.457942	2|0	0.542058
chr8	25250000	25500000	INV	0.779676	1	73	23	50	0.315068	31	1|1	0.62914	2|0	0.37086
chr8	25750000	26000000	DCIS	0.769022	1	79	17	62	0.21519	31	1|1	0.457942	2|0	0.542058
chr8	25750000	26000000	INV	0.71173	1	26	4	22	0.153846	31	1|1	0.62914	2|0	0.37086
chr8	26000000	26250000	DCIS	0.952351	6	94	131	436	0.231041	31	1|1	0.457942	2|0	0.542058
chr8	26000000	26250000	INV	0.811703	5	49	74	171	0.302041	31	1|1	0.62914	2|0	0.37086
chr8	26250000	26500000	DCIS	0.930282	14	67	254	688	0.269639	31	1|1	0.457942	2|0	0.542058
chr8	26250000	26500000	INV	0.82655	11	65	230	493	0.318119	31	1|1	0.62914	2|0	0.37086
chr8	26500000	26750000	DCIS	0.823895	3	82	73	173	0.296748	31	1|1	0.457942	2|0	0.542058
chr8	26500000	26750000	INV	0.73843	3	93	98	182	0.35	31	1|1	0.62914	2|0	0.37086
chr8	26750000	27000000	DCIS	0.725806	3	29	13	74	0.149425	31	1|1	0.457942	2|0	0.542058
chr8	26750000	27000000	INV	0.751792	2	20	18	23	0.439024	31	1|1	0.62914	2|0	0.37086
chr8	27000000	27250000	DCIS	0.856255	4	38	44	108	0.289474	31	1|1	0.457942	2|0	0.542058
chr8	27000000	27250000	INV	0.736932	2	52	28	76	0.269231	31	1|1	0.62914	2|0	0.37086
chr8	27250000	27500000	DCIS	0.92295	35	54	519	1387	0.272298	31	1|1	0.457942	2|0	0.542058
chr8	27250000	27500000	INV	0.789362	22	57	399	873	0.313679	31	1|1	0.62914	2|0	0.37086
chr8	27500000	27750000	DCIS	0.951534	15	45	161	515	0.238166	31	1|1	0.457942	2|0	0.542058
chr8	27500000	27750000	INV	0.833048	10	32	105	220	0.323077	31	1|1	0.62914	2|0	0.37086
chr8	27750000	28000000	DCIS	0.914648	15	55	242	593	0.28982	31	1|1	0.457942	2|0	0.542058
chr8	27750000	28000000	INV	0.819937	12	47	190	377	0.335097	31	1|1	0.62914	2|0	0.37086
chr8	28000000	28250000	DCIS	0.947521	9	24	67	151	0.307339	31	1|1	0.457942	2|0	0.542058
chr8	28000000	28250000	INV	0.764838	3	26	18	61	0.227848	31	1|1	0.62914	2|0	0.37086
chr8	28250000	28500000	DCIS	0.90156	6	86	156	364	0.3	31	1|1	0.457942	2|0	0.542058
chr8	28250000	28500000	INV	0.840896	5	71	134	225	0.373259	31	1|1	0.62914	2|0	0.37086
chr8	28500000	28750000	DCIS	0.941698	6	61	107	263	0.289189	31	1|1	0.457942	2|0	0.542058
chr8	28500000	28750000	INV	0.818534	5	60	121	181	0.400662	31	1|1	0.62914	2|0	0.37086
chr8	28750000	29000000	DCIS	0.900117	2	86	50	122	0.290698	31	1|1	0.457942	2|0	0.542058
chr8	28750000	29000000	INV	0.824277	1	140	44	96	0.314286	31	1|1	0.62914	2|0	0.37086
chr8	29000000	29250000	DCIS	0.973512	1	73	24	49	0.328767	31	1|1	0.457942	2|0	0.542058
chr8	29000000	29250000	INV	0.846283	1	52	21	31	0.403846	31	1|1	0.62914	2|0	0.37086
chr8	29750000	30000000	DCIS	0.996761	2	58	27	90	0.230769	31	1|1	0.457942	2|0	0.542058
chr8	29750000	30000000	INV	0.847233	2	18	10	27	0.27027	31	1|1	0.62914	2|0	0.37086
chr8	30000000	30250000	DCIS	0.951192	1	59	11	48	0.186441	31	1|1	0.457942	2|0	0.542058
chr8	30000000	30250000	INV	0.90208	1	33	11	22	0.333333	31	1|1	0.62914	2|0	0.37086
chr8	30250000	30500000	DCIS	0.925736	3	36	29	80	0.266055	31	1|1	0.457942	2|0	0.542058
chr8	30250000	30500000	INV	0.820829	1	14	2	12	0.142857	31	1|1	0.62914	2|0	0.37086
chr8	30500000	30750000	DCIS	0.88449	3	47	42	100	0.295775	31	1|1	0.457942	2|0	0.542058
chr8	30500000	30750000	INV	0.889106	1	65	20	45	0.307692	31	1|1	0.62914	2|0	0.37086
chr8	30750000	31000000	DCIS	0.872992	5	77	96	293	0.246787	31	1|1	0.457942	2|0	0.542058
chr8	30750000	31000000	INV	0.863443	5	63	127	192	0.398119	31	1|1	0.62914	2|0	0.37086
chr8	31000000	31250000	DCIS	0.858094	3	126	74	304	0.195767	31	1|1	0.457942	2|0	0.542058
chr8	31000000	31250000	INV	0.817396	3	70	64	148	0.301887	31	1|1	0.62914	2|0	0.37086
chr8	32500000	32750000	DCIS	0.748198	1	100	34	66	0.34	31	1|1	0.457942	1|1	0.542058
chr8	32500000	32750000	INV	0.740203	1	80	34	46	0.425	31	1|1	0.62914	1|1	0.37086
chr8	36500000	36750000	DCIS	0.784976	1	140	38	102	0.271429	31	1|1	0.457942	2|0	0.542058
chr8	36500000	36750000	INV	0.840165	1	121	42	79	0.347107	31	1|1	0.62914	2|0	0.37086
chr8	37500000	37750000	DCIS	1.03048	5	42	57	157	0.266355	31	1|1	0.457942	2|0	0.542058
chr8	37500000	37750000	INV	0.802986	2	68	51	85	0.375	31	1|1	0.62914	2|0	0.37086
chr8	37750000	38000000	DCIS	1.02782	5	33	38	131	0.224852	31	1|1	0.457942	2|0	0.542058
chr8	37750000	38000000	INV	0.933649	1	40	12	28	0.3	31	1|1	0.62914	2|0	0.37086
chr8	38000000	38250000	DCIS	1.01783	13	84	317	780	0.28897	31	1|1	0.457942	2|0	0.542058
chr8	38000000	38250000	INV	0.906562	8	65	206	315	0.395393	31	1|1	0.62914	2|0	0.37086
chr8	38250000	38500000	DCIS	1.00872	13	50	160	495	0.244275	31	1|1	0.457942	2|0	0.542058
chr8	38250000	38500000	INV	0.847579	6	60	127	237	0.348901	31	1|1	0.62914	2|0	0.37086
chr8	38750000	39000000	DCIS	1.02174	32	61	634	1342	0.32085	31	1|1	0.457942	2|0	0.542058
chr8	38750000	39000000	INV	0.968974	19	51	379	599	0.387526	31	1|1	0.62914	2|0	0.37086
chr8	39000000	39250000	DCIS	1.20177	14	72	419	599	0.411591	31	1|1	0.457942	2|2	0.542058
chr8	39000000	39250000	INV	1.20811	7	61	184	244	0.429907	31	1|1	0.62914	2|2	0.37086
chr8	39250000	39500000	DCIS	1.15531	1	17	1	16	0.0588235	31	1|1	0.457942	3|0	0.542058
chr8	39250000	39500000	INV	1.20163	1	10	0	10	0	31	1|1	0.62914	3|0	0.37086
chr8	39500000	39750000	DCIS	0.876106	5	78	128	263	0.327366	31	1|1	0.457942	2|0	0.542058
chr8	39500000	39750000	INV	0.863248	3	63	66	124	0.347368	31	1|1	0.62914	2|0	0.37086
chr8	39750000	40000000	DCIS	0.911849	7	69	137	348	0.282474	31	1|1	0.457942	2|0	0.542058
chr8	39750000	40000000	INV	0.859621	5	62	109	205	0.347134	31	1|1	0.62914	2|0	0.37086
chr8	41250000	41500000	DCIS	1.00213	6	58	94	259	0.266289	31	1|1	0.457942	2|0	0.542058
chr8	41250000	41500000	INV	0.832624	3	21	16	48	0.25	31	1|1	0.62914	2|0	0.37086
chr8	41500000	41750000	DCIS	0.917735	22	38	250	593	0.29656	31	1|1	0.457942	2|0	0.542058
chr8	41500000	41750000	INV	0.811667	12	48	174	411	0.297436	31	1|1	0.62914	2|0	0.37086
chr8	41750000	42000000	DCIS	0.912974	6	75	124	329	0.273731	31	1|1	0.457942	2|0	0.542058
chr8	41750000	42000000	INV	0.788742	6	57	134	212	0.387283	31	1|1	0.62914	2|0	0.37086
chr8	42000000	42250000	DCIS	1.01632	16	52	229	611	0.272619	31	1|1	0.457942	2|0	0.542058
chr8	42000000	42250000	INV	0.852675	12	35	136	293	0.317016	31	1|1	0.62914	2|0	0.37086
chr8	42250000	42500000	DCIS	0.999871	4	37	52	97	0.348993	31	1|1	0.457942	1|1	0.542058
chr8	42250000	42500000	INV	0.881366	3	18	21	33	0.388889	31	1|1	0.62914	1|1	0.37086
chr8	42500000	42750000	DCIS	0.9958	15	65	281	707	0.284413	31	1|1	0.457942	2|0	0.542058
chr8	42500000	42750000	INV	0.894042	11	42	156	308	0.336207	31	1|1	0.62914	2|0	0.37086
chr8	42750000	43000000	DCIS	0.974697	8	83	171	496	0.256372	31	1|1	0.457942	2|0	0.542058
chr8	42750000	43000000	INV	0.942063	5	68	135	208	0.393586	31	1|1	0.62914	2|0	0.37086
chr8	43000000	43250000	DCIS	0.784914	80	25	675	1391	0.326718	31	1|1	0.457942	2|0	0.542058
chr8	43000000	43250000	INV	0.902474	90	35	1103	2136	0.340537	31	1|1	0.62914	2|0	0.37086
chr8	46750000	47000000	DCIS	1.09046	5	16	28	52	0.35	32	1|1	0.457942	3|0	0.542058
chr8	46750000	47000000	INV	1.33741	3	16	19	31	0.38	32	1|1	0.62914	3|0	0.37086
chr8	47500000	47750000	DCIS	1.51457	4	71	113	172	0.396491	32	1|1	0.457942	3|2	0.542058
chr8	47500000	47750000	INV	1.35025	4	52	82	127	0.392344	32	1|1	0.62914	3|2	0.37086
chr8	47750000	48000000	DCIS	1.35936	3	126	148	232	0.389474	32	1|1	0.457942	2|1	0.542058
chr8	47750000	48000000	INV	1.20778	3	93	102	179	0.362989	32	1|1	0.62914	2|1	0.37086
chr8	48000000	48250000	DCIS	1.52981	4	44	57	119	0.323864	32	1|1	0.457942	3|1	0.542058
chr8	48000000	48250000	INV	1.35245	2	23	17	30	0.361702	32	1|1	0.62914	3|1	0.37086
chr8	48250000	48500000	DCIS	1.7038	1	219	76	143	0.347032	32	1|1	0.457942	3|2	0.542058
chr8	48250000	48500000	INV	1.29959	1	137	66	71	0.481752	32	1|1	0.62914	3|2	0.37086
chr8	48500000	48750000	DCIS	1.76813	2	110	97	123	0.440909	32	1|1	0.457942	3|2	0.542058
chr8	48500000	48750000	INV	1.40254	2	83	75	91	0.451807	32	1|1	0.62914	3|2	0.37086
chr8	48750000	49000000	DCIS	1.75937	2	215	197	233	0.45814	32	1|1	0.457942	3|2	0.542058
chr8	48750000	49000000	INV	1.48999	1	126	63	63	0.5	32	1|1	0.62914	3|2	0.37086
chr8	49000000	49250000	DCIS	1.4793	2	70	49	91	0.35	32	1|1	0.457942	3|2	0.542058
chr8	49000000	49250000	INV	1.36287	2	47	39	55	0.414894	32	1|1	0.62914	3|2	0.37086
chr8	49500000	49750000	DCIS	1.35502	5	85	150	275	0.352941	32	1|1	0.457942	3|1	0.542058
chr8	49500000	49750000	INV	1.29073	4	63	104	151	0.407843	32	1|1	0.62914	3|1	0.37086
chr8	49750000	50000000	DCIS	1.37693	2	105	83	127	0.395238	32	1|1	0.457942	2|2	0.542058
chr8	49750000	50000000	INV	1.20781	2	55	53	57	0.481818	32	1|1	0.62914	2|2	0.37086
chr8	50500000	50750000	DCIS	1.39433	1	167	57	110	0.341317	32	1|1	0.457942	3|1	0.542058
chr8	50500000	50750000	INV	1.23775	1	133	33	100	0.24812	32	1|1	0.62914	3|1	0.37086
chr8	51250000	51500000	DCIS	1.22482	4	150	217	383	0.361667	32	1|1	0.457942	2|1	0.542058
chr8	51250000	51500000	INV	1.20684	4	121	202	282	0.417355	32	1|1	0.62914	2|1	0.37086
chr8	51500000	51750000	DCIS	1.31223	4	69	100	178	0.359712	32	1|1	0.457942	2|1	0.542058
chr8	51500000	51750000	INV	1.18199	4	22	41	49	0.455556	32	1|1	0.62914	2|1	0.37086
chr8	51750000	52000000	DCIS	1.25862	1	30	13	17	0.433333	32	1|1	0.457942	2|1	0.542058
chr8	51750000	52000000	INV	1.24713	1	33	11	22	0.333333	32	1|1	0.62914	2|1	0.37086
chr8	52250000	52500000	DCIS	1.37951	10	101	385	630	0.37931	32	1|1	0.457942	2|1	0.542058
chr8	52250000	52500000	INV	1.22096	8	79	242	390	0.382911	32	1|1	0.62914	2|1	0.37086
chr8	52750000	53000000	DCIS	1.6046	2	113	81	145	0.358407	32	1|1	0.457942	3|2	0.542058
chr8	52750000	53000000	INV	1.36151	2	38	32	45	0.415584	32	1|1	0.62914	3|2	0.37086
chr8	53000000	53250000	DCIS	1.39114	9	82	284	461	0.381208	32	1|1	0.457942	2|1	0.542058
chr8	53000000	53250000	INV	1.2077	7	46	130	198	0.396341	32	1|1	0.62914	2|1	0.37086
chr8	53500000	53750000	DCIS	1.54676	1	219	75	144	0.342466	32	1|1	0.457942	3|1	0.542058
chr8	53500000	53750000	INV	1.3083	1	154	59	95	0.383117	32	1|1	0.62914	3|1	0.37086
chr8	53750000	54000000	DCIS	1.27913	4	25	35	66	0.346535	32	1|1	0.457942	2|1	0.542058
chr8	53750000	54000000	INV	1.24757	4	17	27	43	0.385714	32	1|1	0.62914	2|1	0.37086
chr8	54000000	54250000	DCIS	1.46603	4	149	200	398	0.334448	32	1|1	0.457942	3|1	0.542058
chr8	54000000	54250000	INV	1.19045	4	74	115	183	0.385906	32	1|1	0.62914	3|1	0.37086
chr8	54250000	54500000	DCIS	1.69022	2	104	69	139	0.331731	32	1|1	0.457942	4|1	0.542058
chr8	54250000	54500000	INV	1.34146	3	37	25	86	0.225225	32	1|1	0.62914	4|1	0.37086
chr8	55000000	55250000	DCIS	2.22177	6	119	248	470	0.345404	32	1|1	0.457942	5|0	0.542058
chr8	55000000	55250000	INV	1.75844	6	60	124	239	0.341598	32	1|1	0.62914	5|0	0.37086
chr8	55500000	55750000	DCIS	1.5476	3	195	208	378	0.354949	32	1|1	0.457942	3|2	0.542058
chr8	55500000	55750000	INV	1.39301	4	120	193	289	0.400415	32	1|1	0.62914	3|2	0.37086
chr8	56250000	56500000	DCIS	1.5835	15	57	330	535	0.381503	32	1|1	0.457942	3|2	0.542058
chr8	56250000	56500000	INV	1.25075	15	29	165	276	0.37415	32	1|1	0.62914	3|2	0.37086
chr8	56500000	56750000	DCIS	1.93888	3	65	49	147	0.25	32	1|1	0.457942	4|1	0.542058
chr8	56500000	56750000	INV	1.65329	3	46	42	97	0.302158	32	1|1	0.62914	4|1	0.37086
chr8	57000000	57250000	DCIS	1.80463	6	78	136	337	0.287526	32	1|1	0.457942	4|1	0.542058
chr8	57000000	57250000	INV	1.44667	6	36	62	155	0.285714	32	1|1	0.62914	4|1	0.37086
chr8	57250000	57500000	DCIS	1.67875	5	185	331	594	0.357838	32	1|1	0.457942	3|2	0.542058
chr8	57250000	57500000	INV	1.50884	5	117	218	371	0.370119	32	1|1	0.62914	3|2	0.37086
chr8	58000000	58250000	DCIS	1.59146	1	17	7	10	0.411765	32	1|1	0.457942	3|0	0.542058
chr8	58000000	58250000	INV	1.46818	1	11	2	9	0.181818	32	1|1	0.62914	3|0	0.37086
chr8	59250000	59500000	DCIS	1.68821	18	132	786	1596	0.329975	32	1|1	0.457942	3|2	0.542058
chr8	59250000	59500000	INV	1.41168	13	60	285	506	0.360303	32	1|1	0.62914	3|2	0.37086
chr8	59500000	59750000	DCIS	1.75345	9	75	225	454	0.33137	32	1|1	0.457942	4|1	0.542058
chr8	59500000	59750000	INV	1.45697	8	60	174	310	0.359504	32	1|1	0.62914	4|1	0.37086
chr8	61250000	61500000	DCIS	1.87594	5	123	201	417	0.325243	32	1|1	0.457942	4|1	0.542058
chr8	61250000	61500000	INV	1.60886	5	65	123	205	0.375	32	1|1	0.62914	4|1	0.37086
chr8	61500000	61750000	DCIS	1.78514	8	122	357	625	0.363544	32	1|1	0.457942	4|1	0.542058
chr8	61500000	61750000	INV	1.48449	7	59	141	275	0.338942	32	1|1	0.62914	4|1	0.37086
chr8	61750000	62000000	DCIS	1.7866	8	158	435	831	0.343602	32	1|1	0.457942	3|2	0.542058
chr8	61750000	62000000	INV	1.39617	6	86	191	326	0.369439	32	1|1	0.62914	3|2	0.37086
chr8	62000000	62250000	DCIS	1.61226	2	46	31	62	0.333333	32	1|1	0.457942	3|2	0.542058
chr8	62000000	62250000	INV	1.40592	2	34	25	44	0.362319	32	1|1	0.62914	3|2	0.37086
chr8	62250000	62500000	DCIS	1.78027	17	118	739	1280	0.366023	32	1|1	0.457942	4|1	0.542058
chr8	62250000	62500000	INV	1.49471	15	53	283	513	0.355528	32	1|1	0.62914	4|1	0.37086
chr8	62500000	62750000	DCIS	1.87568	3	151	179	274	0.395143	32	1|1	0.457942	4|1	0.542058
chr8	62500000	62750000	INV	1.52544	3	57	62	110	0.360465	32	1|1	0.62914	4|1	0.37086
chr8	63750000	64000000	DCIS	1.68878	7	111	284	499	0.362708	32	1|1	0.457942	3|2	0.542058
chr8	63750000	64000000	INV	1.42957	7	77	212	330	0.391144	32	1|1	0.62914	3|2	0.37086
chr8	64000000	64250000	DCIS	1.74474	3	20	3	58	0.0491803	32	1|1	0.457942	3|0	0.542058
chr8	64000000	64250000	INV	1.45908	1	19	0	19	0	32	1|1	0.62914	3|0	0.37086
chr8	65250000	65500000	DCIS	1.48	2	35	17	54	0.239437	32	1|1	0.457942	3|0	0.542058
chr8	65250000	65500000	INV	1.35943	2	44	18	71	0.202247	32	1|1	0.62914	3|0	0.37086
chr8	65500000	65750000	DCIS	1.56426	4	28	36	78	0.315789	32	1|1	0.457942	3|1	0.542058
chr8	65500000	65750000	INV	1.33927	3	27	31	51	0.378049	32	1|1	0.62914	3|1	0.37086
chr8	66500000	66750000	DCIS	1.89277	4	78	84	231	0.266667	32	1|1	0.457942	4|1	0.542058
chr8	66500000	66750000	INV	1.62149	2	67	56	79	0.414815	32	1|1	0.62914	4|1	0.37086
chr8	67250000	67500000	DCIS	2.14913	8	158	485	784	0.382191	32	1|1	0.457942	4|1	0.542058
chr8	67250000	67500000	INV	1.66697	7	94	262	401	0.395173	32	1|1	0.62914	4|1	0.37086
chr8	67500000	67750000	DCIS	2.20293	2	173	125	221	0.361272	32	1|1	0.457942	4|1	0.542058
chr8	67500000	67750000	INV	1.74928	4	131	185	342	0.351044	32	1|1	0.62914	4|1	0.37086
chr8	67750000	68000000	DCIS	2.05173	2	166	113	220	0.339339	32	1|1	0.457942	4|1	0.542058
chr8	67750000	68000000	INV	1.68472	2	90	48	132	0.266667	32	1|1	0.62914	4|1	0.37086
chr8	68000000	68250000	DCIS	1.84841	1	135	43	92	0.318519	32	1|1	0.457942	4|1	0.542058
chr8	68000000	68250000	INV	1.58412	1	74	32	42	0.432432	32	1|1	0.62914	4|1	0.37086
chr8	68500000	68750000	DCIS	1.64481	1	175	78	97	0.445714	32	1|1	0.457942	3|2	0.542058
chr8	68500000	68750000	INV	1.36969	1	141	45	96	0.319149	32	1|1	0.62914	3|2	0.37086
chr8	68750000	69000000	DCIS	1.5294	15	132	660	1333	0.331159	32	1|1	0.457942	3|1	0.542058
chr8	68750000	69000000	INV	1.38976	13	83	338	751	0.310376	32	1|1	0.62914	3|1	0.37086
chr8	69000000	69250000	DCIS	1.52521	1	170	52	118	0.305882	32	1|1	0.457942	3|1	0.542058
chr8	69000000	69250000	INV	1.31877	1	68	26	42	0.382353	32	1|1	0.62914	3|1	0.37086
chr8	69250000	69500000	DCIS	1.53096	6	84	164	340	0.325397	32	1|1	0.457942	3|1	0.542058
chr8	69250000	69500000	INV	1.34727	5	55	86	192	0.309353	32	1|1	0.62914	3|1	0.37086
chr8	69500000	69750000	DCIS	1.66663	5	87	144	293	0.329519	32	1|1	0.457942	4|1	0.542058
chr8	69500000	69750000	INV	1.45412	3	54	48	114	0.296296	32	1|1	0.62914	4|1	0.37086
chr8	70000000	70250000	DCIS	1.62227	6	129	298	479	0.383526	32	1|1	0.457942	3|2	0.542058
chr8	70000000	70250000	INV	1.41727	4	83	116	218	0.347305	32	1|1	0.62914	3|2	0.37086
chr8	70250000	70500000	DCIS	1.7178	1	99	41	58	0.414141	32	1|1	0.457942	3|2	0.542058
chr8	70250000	70500000	INV	1.43275	1	70	29	41	0.414286	32	1|1	0.62914	3|2	0.37086
chr8	70500000	70750000	DCIS	1.71332	10	135	517	833	0.382963	32	1|1	0.457942	3|2	0.542058
chr8	70500000	70750000	INV	1.43079	8	87	236	460	0.33908	32	1|1	0.62914	3|2	0.37086
chr8	70750000	71000000	DCIS	1.90808	7	110	265	505	0.344156	32	1|1	0.457942	4|1	0.542058
chr8	70750000	71000000	INV	1.67196	3	108	112	213	0.344615	32	1|1	0.62914	4|1	0.37086
chr8	71000000	71250000	DCIS	1.89128	4	74	105	191	0.35473	32	1|1	0.457942	4|1	0.542058
chr8	71000000	71250000	INV	1.46108	4	82	113	216	0.343465	32	1|1	0.62914	4|1	0.37086
chr8	71500000	71750000	DCIS	1.90289	5	118	221	370	0.373942	32	1|1	0.457942	4|1	0.542058
chr8	71500000	71750000	INV	1.6531	5	39	73	126	0.366834	32	1|1	0.62914	4|1	0.37086
chr8	72000000	72250000	DCIS	1.57942	7	125	317	560	0.36146	32	1|1	0.457942	3|2	0.542058
chr8	72000000	72250000	INV	1.36751	6	91	228	320	0.416058	32	1|1	0.62914	3|2	0.37086
chr8	72750000	73000000	DCIS	1.48154	4	91	103	264	0.280654	32	1|1	0.457942	3|1	0.542058
chr8	72750000	73000000	INV	1.32235	3	42	42	86	0.328125	32	1|1	0.62914	3|1	0.37086
chr8	73000000	73250000	DCIS	1.52904	7	104	252	481	0.343793	32	1|1	0.457942	3|1	0.542058
chr8	73000000	73250000	INV	1.23246	7	85	219	378	0.366834	32	1|1	0.62914	3|1	0.37086
chr8	73750000	74000000	DCIS	1.95977	4	129	164	354	0.316602	32	1|1	0.457942	4|1	0.542058
chr8	73750000	74000000	INV	1.64003	3	34	26	78	0.25	32	1|1	0.62914	4|1	0.37086
chr8	74000000	74250000	DCIS	1.88274	5	73	125	244	0.338753	32	1|1	0.457942	4|1	0.542058
chr8	74000000	74250000	INV	1.39741	3	67	41	161	0.20297	32	1|1	0.62914	4|1	0.37086
chr8	74500000	74750000	DCIS	1.92392	1	23	10	13	0.434783	32	1|1	0.457942	5|0	0.542058
chr8	74500000	74750000	INV	1.60886	1	8	1	7	0.125	32	1|1	0.62914	5|0	0.37086
chr8	74750000	75000000	DCIS	1.91704	16	120	635	1285	0.330729	32	1|1	0.457942	4|1	0.542058
chr8	74750000	75000000	INV	1.6593	16	79	416	848	0.329114	32	1|1	0.62914	4|1	0.37086
chr8	75000000	75250000	DCIS	1.65028	2	24	5	44	0.102041	32	1|1	0.457942	4|1	0.542058
chr8	75000000	75250000	INV	1.37341	1	19	8	11	0.421053	32	1|1	0.62914	4|1	0.37086
chr8	75500000	75750000	DCIS	1.66017	2	84	66	103	0.390533	32	1|1	0.457942	4|1	0.542058
chr8	75500000	75750000	INV	1.41187	2	18	8	29	0.216216	32	1|1	0.62914	4|1	0.37086
chr8	75750000	76000000	DCIS	1.47507	4	111	161	283	0.362613	32	1|1	0.457942	3|2	0.542058
chr8	75750000	76000000	INV	1.32444	2	113	86	141	0.378855	32	1|1	0.62914	3|2	0.37086
chr8	76500000	76750000	DCIS	1.34423	1	45	18	27	0.4	32	1|1	0.457942	2|2	0.542058
chr8	76500000	76750000	INV	1.27068	1	51	24	27	0.470588	32	1|1	0.62914	2|2	0.37086
chr8	77500000	77750000	DCIS	1.45447	1	179	65	114	0.363128	32	1|1	0.457942	3|1	0.542058
chr8	77500000	77750000	INV	1.24512	1	172	58	114	0.337209	32	1|1	0.62914	3|1	0.37086
chr8	77750000	78000000	DCIS	1.49464	2	112	95	130	0.422222	32	1|1	0.457942	3|1	0.542058
chr8	77750000	78000000	INV	1.34274	3	86	71	188	0.274131	32	1|1	0.62914	3|1	0.37086
chr8	79500000	79750000	DCIS	1.62005	7	107	271	484	0.35894	32	1|1	0.457942	3|2	0.542058
chr8	79500000	79750000	INV	1.38874	5	94	206	267	0.435518	32	1|1	0.62914	3|2	0.37086
chr8	80250000	80500000	DCIS	1.43719	2	80	49	111	0.30625	32	1|1	0.457942	3|1	0.542058
chr8	80250000	80500000	INV	1.24067	2	51	25	78	0.242718	32	1|1	0.62914	3|1	0.37086
chr8	80500000	80750000	DCIS	1.82759	8	102	264	553	0.323133	32	1|1	0.457942	4|1	0.542058
chr8	80500000	80750000	INV	1.41602	6	48	107	183	0.368966	32	1|1	0.62914	4|1	0.37086
chr8	80750000	81000000	DCIS	1.95423	4	116	173	294	0.37045	32	1|1	0.457942	4|1	0.542058
chr8	80750000	81000000	INV	1.43755	4	74	107	192	0.35786	32	1|1	0.62914	4|1	0.37086
chr8	81000000	81250000	DCIS	2.09008	6	75	162	291	0.357616	32	1|1	0.457942	4|1	0.542058
chr8	81000000	81250000	INV	1.60574	6	42	106	148	0.417323	32	1|1	0.62914	4|1	0.37086
chr8	81250000	81500000	DCIS	1.86845	4	31	47	78	0.376	32	1|1	0.457942	4|1	0.542058
chr8	81250000	81500000	INV	1.4481	3	17	16	37	0.301887	32	1|1	0.62914	4|1	0.37086
chr8	81750000	82000000	DCIS	1.78739	1	104	39	65	0.375	32	1|1	0.457942	4|1	0.542058
chr8	81750000	82000000	INV	1.40319	1	32	10	22	0.3125	32	1|1	0.62914	4|1	0.37086
chr8	82250000	82500000	DCIS	1.57018	6	104	221	405	0.353035	32	1|1	0.457942	3|2	0.542058
chr8	82250000	82500000	INV	1.39653	5	59	112	184	0.378378	32	1|1	0.62914	3|2	0.37086
chr8	82500000	82750000	DCIS	1.84423	16	54	306	569	0.349714	32	1|1	0.457942	4|1	0.542058
chr8	82500000	82750000	INV	1.52721	12	33	162	245	0.398034	32	1|1	0.62914	4|1	0.37086
chr8	82750000	83000000	DCIS	1.74727	2	45	26	65	0.285714	32	1|1	0.457942	4|1	0.542058
chr8	82750000	83000000	INV	1.47762	2	47	38	56	0.404255	32	1|1	0.62914	4|1	0.37086
chr8	84000000	84250000	DCIS	1.68906	2	27	23	31	0.425926	33	1|1	0.457942	4|1	0.542058
chr8	84000000	84250000	INV	1.57746	2	13	6	20	0.230769	33	1|1	0.62914	4|1	0.37086
chr8	84250000	84500000	DCIS	2.03867	1	39	5	34	0.128205	33	1|1	0.457942	5|0	0.542058
chr8	84250000	84500000	INV	2.00215	1	45	9	36	0.2	33	1|1	0.62914	5|0	0.37086
chr8	84500000	84750000	DCIS	2.23375	1	44	11	33	0.25	33	1|1	0.457942	5|0	0.542058
chr8	84500000	84750000	INV	2.11618	1	49	6	43	0.122449	33	1|1	0.62914	5|0	0.37086
chr8	85000000	85250000	DCIS	2.11046	3	91	56	218	0.20438	33	1|1	0.457942	5|0	0.542058
chr8	85000000	85250000	INV	1.89102	3	56	34	134	0.202381	33	1|1	0.62914	5|0	0.37086
chr8	85500000	85750000	DCIS	1.69033	2	111	58	165	0.26009	33	1|1	0.457942	4|1	0.542058
chr8	85500000	85750000	INV	1.33214	2	80	44	117	0.273292	33	1|1	0.62914	4|1	0.37086
chr8	85750000	86000000	DCIS	1.70288	8	93	249	496	0.334228	33	1|1	0.457942	3|2	0.542058
chr8	85750000	86000000	INV	1.43615	7	51	142	221	0.391185	33	1|1	0.62914	3|2	0.37086
chr8	86000000	86250000	DCIS	1.92523	1	157	45	112	0.286624	33	1|1	0.457942	4|1	0.542058
